lat,lon,time,spatial_ref,tmax
13.5,77.5,1952-05-19,0,35.470001220703125
13.5,77.5,1952-05-20,0,33.20000076293945
13.5,77.5,1952-05-21,0,31.979999542236328
13.5,77.5,1952-05-22,0,26.690000534057617
13.5,77.5,1952-05-23,0,25.6299991607666
13.5,77.5,1952-05-24,0,26.43000030517578
13.5,77.5,1952-05-25,0,26.540000915527344
13.5,77.5,1952-05-26,0,26.030000686645508
13.5,77.5,1952-05-27,0,29.68000030517578
13.5,77.5,1952-05-28,0,31.059999465942383
13.5,77.5,1952-05-29,0,30.649999618530273
13.5,77.5,1952-05-30,0,30.110000610351562
13.5,77.5,1952-05-31,0,30.8700008392334
13.5,77.5,1952-06-01,0,32.29999923706055
13.5,77.5,1952-06-02,0,32.34000015258789
13.5,77.5,1952-06-03,0,31.020000457763672
13.5,77.5,1952-06-04,0,30.850000381469727
13.5,77.5,1952-06-05,0,30.389999389648438
13.5,77.5,1952-06-06,0,28.43000030517578
13.5,77.5,1952-06-07,0,29.600000381469727
13.5,77.5,1952-06-08,0,31.200000762939453
13.5,77.5,1952-06-09,0,31.440000534057617
13.5,77.5,1952-06-10,0,30.209999084472656
13.5,77.5,1952-06-11,0,31.309999465942383
13.5,77.5,1952-06-12,0,31.43000030517578
13.5,77.5,1952-06-13,0,31.360000610351562
13.5,77.5,1952-06-14,0,31.030000686645508
13.5,77.5,1952-06-15,0,29.190000534057617
13.5,77.5,1952-06-16,0,30.18000030517578
13.5,77.5,1952-06-17,0,31.149999618530273
13.5,77.5,1952-06-18,0,30.530000686645508
13.5,77.5,1952-06-19,0,29.989999771118164
13.5,77.5,1952-06-20,0,30.139999389648438
13.5,77.5,1952-06-21,0,29.510000228881836
13.5,77.5,1952-06-22,0,28.700000762939453
13.5,77.5,1952-06-23,0,29.1299991607666
13.5,77.5,1952-06-24,0,29.239999771118164
13.5,77.5,1952-06-25,0,29.350000381469727
13.5,77.5,1952-06-26,0,29.200000762939453
13.5,77.5,1952-06-27,0,29.510000228881836
13.5,77.5,1952-06-28,0,30.09000015258789
13.5,77.5,1952-06-29,0,28.649999618530273
13.5,77.5,1952-06-30,0,28.979999542236328
13.5,77.5,1952-07-01,0,29.479999542236328
13.5,77.5,1952-07-02,0,29.889999389648438
13.5,77.5,1952-07-03,0,29.739999771118164
